QualityIndicatorName,QualityIndicatorId,LocationId,LocationParentId,ParentName,LocationName,OrgNumber,Value,PeriodType,MeasureName,MeasureType,TimeFrom,TimeTo
Forekomst av antibiotikabehandling,96,388,0,,Norge,9999,24,Årlig,Andel innbyggere i kommunen som får minst en resept med antibiotika i perioden,%,2010-01-01T00:00:00,2010-12-31T00:00:00
Forekomst av antibiotikabehandling,96,388,0,,Norge,9999,25,Årlig,Andel innbyggere i kommunen som får minst en resept med antibiotika i perioden,%,2012-01-01T00:00:00,2012-12-31T00:00:00
Forekomst av antibiotikabehandling,96,388,0,,Norge,9999,22,Årlig,Andel innbyggere i kommunen som får minst en resept med antibiotika i perioden,%,2015-01-01T00:00:00,2015-12-31T00:00:00
Forekomst av antibiotikabehandling,96,388,0,,Norge,9999,25.1,Årlig,Andel innbyggere i kommunen som får minst en resept med antibiotika i perioden,%,2011-01-01T00:00:00,2011-12-31T00:00:00
Forekomst av antibiotikabehandling,96,388,0,,Norge,9999,23.4,Årlig,Andel innbyggere i kommunen som får minst en resept med antibiotika i perioden,%,2013-01-01T00:00:00,2013-12-31T00:00:00
Forekomst av antibiotikabehandling,96,388,0,,Norge,9999,22.6,Årlig,Andel innbyggere i kommunen som får minst en resept med antibiotika i perioden,%,2014-01-01T00:00:00,2014-12-31T00:00:00
Forekomst av antibiotikabehandling,96,388,0,,Norge,9999,21,Årlig,Andel innbyggere i kommunen som får minst en resept med antibiotika i perioden,%,2016-01-01T00:00:00,2016-12-31T00:00:00
Forekomst av antibiotikabehandling,96,388,0,,Norge,9999,19.9,Årlig,Andel innbyggere i kommunen som får minst en resept med antibiotika i perioden,%,2017-01-01T00:00:00,2017-12-31T00:00:00
Forekomst av antibiotikabehandling,96,388,0,,Norge,9999,19.1,Årlig,Andel innbyggere i kommunen som får minst en resept med antibiotika i perioden,%,2018-01-01T00:00:00,2018-12-31T00:00:00
Forekomst av antibiotikabehandling,96,1836,1741,Nordland,Sortland,18702020,17.4,Årlig,Andel innbyggere i kommunen som får minst en resept med antibiotika i perioden,%,2019-01-01T00:00:00,2019-12-31T00:00:00
Forekomst av antibiotikabehandling,96,1837,1741,Nordland,Andøy,18712020,17.2,Årlig,Andel innbyggere i kommunen som får minst en resept med antibiotika i perioden,%,2019-01-01T00:00:00,2019-12-31T00:00:00
Forekomst av antibiotikabehandling,96,1838,1741,Nordland,Moskenes,18742020,11.2,Årlig,Andel innbyggere i kommunen som får minst en resept med antibiotika i perioden,%,2019-01-01T00:00:00,2019-12-31T00:00:00
Forekomst av antibiotikabehandling,96,1835,1741,Nordland,Øksnes,18682020,22.4,Årlig,Andel innbyggere i kommunen som får minst en resept med antibiotika i perioden,%,2019-01-01T00:00:00,2019-12-31T00:00:00
Forekomst av antibiotikabehandling,96,1840,1742,Viken,Halden,30012020,20.8,Årlig,Andel innbyggere i kommunen som får minst en resept med antibiotika i perioden,%,2019-01-01T00:00:00,2019-12-31T00:00:00
Forekomst av antibiotikabehandling,96,1834,1741,Nordland,"Bø, Nordland",18672020,18.6,Årlig,Andel innbyggere i kommunen som får minst en resept med antibiotika i perioden,%,2019-01-01T00:00:00,2019-12-31T00:00:00
Forekomst av antibiotikabehandling,96,1829,1741,Nordland,Værøy,18572020,7.1,Årlig,Andel innbyggere i kommunen som får minst en resept med antibiotika i perioden,%,2019-01-01T00:00:00,2019-12-31T00:00:00
Forekomst av antibiotikabehandling,96,1830,1741,Nordland,Flakstad,18592020,14.7,Årlig,Andel innbyggere i kommunen som får minst en resept med antibiotika i perioden,%,2019-01-01T00:00:00,2019-12-31T00:00:00
Forekomst av antibiotikabehandling,96,1831,1741,Nordland,Vestvågøy,18602020,17.5,Årlig,Andel innbyggere i kommunen som får minst en resept med antibiotika i perioden,%,2019-01-01T00:00:00,2019-12-31T00:00:00
Forekomst av antibiotikabehandling,96,1832,1741,Nordland,Vågan,18652020,16.1,Årlig,Andel innbyggere i kommunen som får minst en resept med antibiotika i perioden,%,2019-01-01T00:00:00,2019-12-31T00:00:00
Forekomst av antibiotikabehandling,96,1833,1741,Nordland,Hadsel,18662020,14.8,Årlig,Andel innbyggere i kommunen som får minst en resept med antibiotika i perioden,%,2019-01-01T00:00:00,2019-12-31T00:00:00
Forekomst av antibiotikabehandling,96,1845,1742,Viken,Kongsberg,30062020,18.5,Årlig,Andel innbyggere i kommunen som får minst en resept med antibiotika i perioden,%,2019-01-01T00:00:00,2019-12-31T00:00:00
Forekomst av antibiotikabehandling,96,1846,1742,Viken,Ringerike,30072020,20.4,Årlig,Andel innbyggere i kommunen som får minst en resept med antibiotika i perioden,%,2019-01-01T00:00:00,2019-12-31T00:00:00
