QualityIndicatorName,QualityIndicatorId,LocationId,LocationParentId,ParentName,LocationName,OrgNumber,Value,PeriodType,MeasureName,MeasureType,TimeFrom,TimeTo
Nye kreftpasienter i Pakkeforløp for alle 22 kreftformer ,159,1078,1129,Helse Nord RHF,Nordlandssykehuset HF,983974910,73.78,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for 22 kreftformer,%,2016-09-01T00:00:00,2016-12-31T00:00:00
Nye kreftpasienter i Pakkeforløp for alle 22 kreftformer ,159,1077,1129,Helse Nord RHF,Helgelandssykehuset HF,983974929,88.23,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for 22 kreftformer,%,2016-09-01T00:00:00,2016-12-31T00:00:00
Nye kreftpasienter i Pakkeforløp for alle 22 kreftformer ,159,1087,1094,Helse Vest RHF,Helse Stavanger HF,983974678,73.95,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for 22 kreftformer,%,2016-09-01T00:00:00,2016-12-31T00:00:00
Nye kreftpasienter i Pakkeforløp for alle 22 kreftformer ,159,1086,1094,Helse Vest RHF,Helse Fonna HF,983974694,82.86,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for 22 kreftformer,%,2016-09-01T00:00:00,2016-12-31T00:00:00
Nye kreftpasienter i Pakkeforløp for alle 22 kreftformer ,159,1085,1094,Helse Vest RHF,Helse Bergen HF,983974724,89.07,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for 22 kreftformer,%,2016-09-01T00:00:00,2016-12-31T00:00:00
Nye kreftpasienter i Pakkeforløp for alle 22 kreftformer ,159,1084,1094,Helse Vest RHF,Helse Førde HF,983974732,83.51,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for 22 kreftformer,%,2016-09-01T00:00:00,2016-12-31T00:00:00
Nye kreftpasienter i Pakkeforløp for alle 22 kreftformer ,159,1595,1094,Helse Vest RHF,Haraldsplass Diakonale Sykehus AS,984027737,75.67,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for 22 kreftformer,%,2016-09-01T00:00:00,2016-12-31T00:00:00
Nye kreftpasienter i Pakkeforløp for alle 22 kreftformer ,159,1026,1094,Helse Vest RHF,"Helse Vest, Privat ",999999992,90,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for 22 kreftformer,%,2016-09-01T00:00:00,2016-12-31T00:00:00
Nye kreftpasienter i Pakkeforløp for alle 22 kreftformer ,159,1408,1093,Helse Midt-Norge RHF,St. Olavs Hospital HF,883974832,83.44,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for 22 kreftformer,%,2016-09-01T00:00:00,2016-12-31T00:00:00
Nye kreftpasienter i Pakkeforløp for alle 22 kreftformer ,159,1081,1093,Helse Midt-Norge RHF,Helse Nord-Trøndelag HF,983974791,96.05,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for 22 kreftformer,%,2016-09-01T00:00:00,2016-12-31T00:00:00
