QualityIndicatorName,QualityIndicatorId,LocationId,LocationParentId,ParentName,LocationName,OrgNumber,Value,PeriodType,MeasureName,MeasureType,TimeFrom,TimeTo
Tilstand nyfødte barn,17,1033,1093,Helse Midt-Norge RHF,Helse Møre og Romsdal HF,997005562,2745,Årlig,Antall nyfødte,Antall,2016-01-01T00:00:00,2016-12-31T00:00:00
Tilstand nyfødte barn,17,1033,1093,Helse Midt-Norge RHF,Helse Møre og Romsdal HF,997005562,2928,Årlig,Antall nyfødte,Antall,2009-01-01T00:00:00,2009-12-31T00:00:00
Tilstand nyfødte barn,17,1033,1093,Helse Midt-Norge RHF,Helse Møre og Romsdal HF,997005562,2711,Årlig,Antall nyfødte,Antall,2010-01-01T00:00:00,2010-12-31T00:00:00
Tilstand nyfødte barn,17,1033,1093,Helse Midt-Norge RHF,Helse Møre og Romsdal HF,997005562,2820,Årlig,Antall nyfødte,Antall,2011-01-01T00:00:00,2011-12-31T00:00:00
Tilstand nyfødte barn,17,1033,1093,Helse Midt-Norge RHF,Helse Møre og Romsdal HF,997005562,2804,Årlig,Antall nyfødte,Antall,2012-01-01T00:00:00,2012-12-31T00:00:00
Tilstand nyfødte barn,17,1033,1093,Helse Midt-Norge RHF,Helse Møre og Romsdal HF,997005562,2834,Årlig,Antall nyfødte,Antall,2013-01-01T00:00:00,2013-12-31T00:00:00
Tilstand nyfødte barn,17,1033,1093,Helse Midt-Norge RHF,Helse Møre og Romsdal HF,997005562,2772,Årlig,Antall nyfødte,Antall,2014-01-01T00:00:00,2014-12-31T00:00:00
Tilstand nyfødte barn,17,1033,1093,Helse Midt-Norge RHF,Helse Møre og Romsdal HF,997005562,2799,Årlig,Antall nyfødte,Antall,2015-01-01T00:00:00,2015-12-31T00:00:00
Tilstand nyfødte barn,17,1033,1093,Helse Midt-Norge RHF,Helse Møre og Romsdal HF,997005562,2669,Årlig,Antall nyfødte,Antall,2017-01-01T00:00:00,2017-12-31T00:00:00
Tilstand nyfødte barn,17,1039,1043,Helse Sør-Øst RHF,Oslo universitetssykehus HF,993467049,9997,Årlig,Antall nyfødte,Antall,2016-01-01T00:00:00,2016-12-31T00:00:00
Tilstand nyfødte barn,17,1039,1043,Helse Sør-Øst RHF,Oslo universitetssykehus HF,993467049,9496,Årlig,Antall nyfødte,Antall,2009-01-01T00:00:00,2009-12-31T00:00:00
Tilstand nyfødte barn,17,1039,1043,Helse Sør-Øst RHF,Oslo universitetssykehus HF,993467049,9608,Årlig,Antall nyfødte,Antall,2010-01-01T00:00:00,2010-12-31T00:00:00
Tilstand nyfødte barn,17,1039,1043,Helse Sør-Øst RHF,Oslo universitetssykehus HF,993467049,9449,Årlig,Antall nyfødte,Antall,2011-01-01T00:00:00,2011-12-31T00:00:00
Tilstand nyfødte barn,17,1039,1043,Helse Sør-Øst RHF,Oslo universitetssykehus HF,993467049,10033,Årlig,Antall nyfødte,Antall,2012-01-01T00:00:00,2012-12-31T00:00:00
Tilstand nyfødte barn,17,1039,1043,Helse Sør-Øst RHF,Oslo universitetssykehus HF,993467049,10128,Årlig,Antall nyfødte,Antall,2013-01-01T00:00:00,2013-12-31T00:00:00
Tilstand nyfødte barn,17,1039,1043,Helse Sør-Øst RHF,Oslo universitetssykehus HF,993467049,10073,Årlig,Antall nyfødte,Antall,2014-01-01T00:00:00,2014-12-31T00:00:00
Tilstand nyfødte barn,17,1039,1043,Helse Sør-Øst RHF,Oslo universitetssykehus HF,993467049,9898,Årlig,Antall nyfødte,Antall,2015-01-01T00:00:00,2015-12-31T00:00:00
Tilstand nyfødte barn,17,1039,1043,Helse Sør-Øst RHF,Oslo universitetssykehus HF,993467049,9712,Årlig,Antall nyfødte,Antall,2017-01-01T00:00:00,2017-12-31T00:00:00
Tilstand nyfødte barn,17,1043,1404,Hele landet,Helse Sør-Øst RHF,991324968,33154,Årlig,Antall nyfødte,Antall,2016-01-01T00:00:00,2016-12-31T00:00:00
Tilstand nyfødte barn,17,1043,1404,Hele landet,Helse Sør-Øst RHF,991324968,34669,Årlig,Antall nyfødte,Antall,2009-01-01T00:00:00,2009-12-31T00:00:00
Tilstand nyfødte barn,17,1043,1404,Hele landet,Helse Sør-Øst RHF,991324968,34322,Årlig,Antall nyfødte,Antall,2010-01-01T00:00:00,2010-12-31T00:00:00
Tilstand nyfødte barn,17,1043,1404,Hele landet,Helse Sør-Øst RHF,991324968,33784,Årlig,Antall nyfødte,Antall,2011-01-01T00:00:00,2011-12-31T00:00:00
Tilstand nyfødte barn,17,1043,1404,Hele landet,Helse Sør-Øst RHF,991324968,33980,Årlig,Antall nyfødte,Antall,2012-01-01T00:00:00,2012-12-31T00:00:00
