QualityIndicatorName,QualityIndicatorId,LocationId,LocationParentId,ParentName,LocationName,OrgNumber,Value,PeriodType,MeasureName,MeasureType,TimeFrom,TimeTo
Oppfølging av infeksjonsstatus 30 dager etter innsetting av totalprotese (hofte),93,1021,1404,Hele landet,Private,999999999,98.9,Tertialvis,30 dagers oppfølging av infeksjonstatus etter innsetting av totalprotese (hofte),%,2016-05-01T00:00:00,2016-08-31T00:00:00
Oppfølging av infeksjonsstatus 30 dager etter innsetting av totalprotese (hofte),93,1021,1404,Hele landet,Private,999999999,97.2,Tertialvis,30 dagers oppfølging av infeksjonstatus etter innsetting av totalprotese (hofte),%,2017-01-01T00:00:00,2017-04-30T00:00:00
Oppfølging av infeksjonsstatus 30 dager etter innsetting av totalprotese (hofte),93,1027,1043,Helse Sør-Øst RHF,"Helse Sør-Øst, private",999999991,98,Tertialvis,30 dagers oppfølging av infeksjonstatus etter innsetting av totalprotese (hofte),%,2014-09-01T00:00:00,2014-12-31T00:00:00
Oppfølging av infeksjonsstatus 30 dager etter innsetting av totalprotese (hofte),93,1027,1043,Helse Sør-Øst RHF,"Helse Sør-Øst, private",999999991,98,Tertialvis,30 dagers oppfølging av infeksjonstatus etter innsetting av totalprotese (hofte),%,2014-05-01T00:00:00,2014-08-31T00:00:00
Oppfølging av infeksjonsstatus 30 dager etter innsetting av totalprotese (hofte),93,1027,1043,Helse Sør-Øst RHF,"Helse Sør-Øst, private",999999991,97.5,Tertialvis,30 dagers oppfølging av infeksjonstatus etter innsetting av totalprotese (hofte),%,2016-01-01T00:00:00,2016-04-30T00:00:00
Oppfølging av infeksjonsstatus 30 dager etter innsetting av totalprotese (hofte),93,1027,1043,Helse Sør-Øst RHF,"Helse Sør-Øst, private",999999991,98.3,Tertialvis,30 dagers oppfølging av infeksjonstatus etter innsetting av totalprotese (hofte),%,2015-09-01T00:00:00,2015-12-31T00:00:00
Oppfølging av infeksjonsstatus 30 dager etter innsetting av totalprotese (hofte),93,1027,1043,Helse Sør-Øst RHF,"Helse Sør-Øst, private",999999991,99.1,Årlig,30 dagers oppfølging av infeksjonstatus etter innsetting av totalprotese (hofte),%,2015-01-01T00:00:00,2015-12-31T00:00:00
Oppfølging av infeksjonsstatus 30 dager etter innsetting av totalprotese (hofte),93,1027,1043,Helse Sør-Øst RHF,"Helse Sør-Øst, private",999999991,94.4,Tertialvis,30 dagers oppfølging av infeksjonstatus etter innsetting av totalprotese (hofte),%,2016-05-01T00:00:00,2016-08-31T00:00:00
Oppfølging av infeksjonsstatus 30 dager etter innsetting av totalprotese (hofte),93,1027,1043,Helse Sør-Øst RHF,"Helse Sør-Øst, private",999999991,96,Tertialvis,30 dagers oppfølging av infeksjonstatus etter innsetting av totalprotese (hofte),%,2016-09-01T00:00:00,2016-12-31T00:00:00
Oppfølging av infeksjonsstatus 30 dager etter innsetting av totalprotese (hofte),93,1027,1043,Helse Sør-Øst RHF,"Helse Sør-Øst, private",999999991,96,Årlig,30 dagers oppfølging av infeksjonstatus etter innsetting av totalprotese (hofte),%,2016-01-01T00:00:00,2016-12-31T00:00:00
Oppfølging av infeksjonsstatus 30 dager etter innsetting av totalprotese (hofte),93,1027,1043,Helse Sør-Øst RHF,"Helse Sør-Øst, private",999999991,98.3,Tertialvis,30 dagers oppfølging av infeksjonstatus etter innsetting av totalprotese (hofte),%,2015-01-01T00:00:00,2015-04-30T00:00:00
Oppfølging av infeksjonsstatus 30 dager etter innsetting av totalprotese (hofte),93,1027,1043,Helse Sør-Øst RHF,"Helse Sør-Øst, private",999999991,97.2,Tertialvis,30 dagers oppfølging av infeksjonstatus etter innsetting av totalprotese (hofte),%,2017-01-01T00:00:00,2017-04-30T00:00:00
Oppfølging av infeksjonsstatus 30 dager etter innsetting av totalprotese (hofte),93,1027,1043,Helse Sør-Øst RHF,"Helse Sør-Øst, private",999999991,98.5,Tertialvis,30 dagers oppfølging av infeksjonstatus etter innsetting av totalprotese (hofte),%,2017-05-01T00:00:00,2017-08-31T00:00:00
Oppfølging av infeksjonsstatus 30 dager etter innsetting av totalprotese (hofte),93,1027,1043,Helse Sør-Øst RHF,"Helse Sør-Øst, private",999999991,100,Tertialvis,30 dagers oppfølging av infeksjonstatus etter innsetting av totalprotese (hofte),%,2017-09-01T00:00:00,2017-12-31T00:00:00
Oppfølging av infeksjonsstatus 30 dager etter innsetting av totalprotese (hofte),93,1027,1043,Helse Sør-Øst RHF,"Helse Sør-Øst, private",999999991,98.6,Årlig,30 dagers oppfølging av infeksjonstatus etter innsetting av totalprotese (hofte),%,2017-01-01T00:00:00,2017-12-31T00:00:00
Oppfølging av infeksjonsstatus 30 dager etter innsetting av totalprotese (hofte),93,1027,1043,Helse Sør-Øst RHF,"Helse Sør-Øst, private",999999991,86.4,Tertialvis,30 dagers oppfølging av infeksjonstatus etter innsetting av totalprotese (hofte),%,2018-01-01T00:00:00,2018-04-30T00:00:00
Oppfølging av infeksjonsstatus 30 dager etter innsetting av totalprotese (hofte),93,1033,1093,Helse Midt-Norge RHF,Helse Møre og Romsdal HF,997005562,99,Tertialvis,30 dagers oppfølging av infeksjonstatus etter innsetting av totalprotese (hofte),%,2014-05-01T00:00:00,2014-08-31T00:00:00
Oppfølging av infeksjonsstatus 30 dager etter innsetting av totalprotese (hofte),93,1033,1093,Helse Midt-Norge RHF,Helse Møre og Romsdal HF,997005562,100,Tertialvis,30 dagers oppfølging av infeksjonstatus etter innsetting av totalprotese (hofte),%,2014-09-01T00:00:00,2014-12-31T00:00:00
Oppfølging av infeksjonsstatus 30 dager etter innsetting av totalprotese (hofte),93,1033,1093,Helse Midt-Norge RHF,Helse Møre og Romsdal HF,997005562,100,Tertialvis,30 dagers oppfølging av infeksjonstatus etter innsetting av totalprotese (hofte),%,2015-05-01T00:00:00,2015-08-31T00:00:00
Oppfølging av infeksjonsstatus 30 dager etter innsetting av totalprotese (hofte),93,1033,1093,Helse Midt-Norge RHF,Helse Møre og Romsdal HF,997005562,100,Årlig,30 dagers oppfølging av infeksjonstatus etter innsetting av totalprotese (hofte),%,2015-01-01T00:00:00,2015-12-31T00:00:00
Oppfølging av infeksjonsstatus 30 dager etter innsetting av totalprotese (hofte),93,1033,1093,Helse Midt-Norge RHF,Helse Møre og Romsdal HF,997005562,100,Tertialvis,30 dagers oppfølging av infeksjonstatus etter innsetting av totalprotese (hofte),%,2015-09-01T00:00:00,2015-12-31T00:00:00
