QualityIndicatorName,QualityIndicatorId,LocationId,LocationParentId,ParentName,LocationName,OrgNumber,Value,PeriodType,MeasureName,MeasureType,TimeFrom,TimeTo
Involvering i behandlingsplan i tverrfaglig spesialisert behandling,324,1094,1404,Hele landet,Helse Vest RHF,983658725,11,Tertialvis,Andel av pasienter i pakkeforløp som sammen med behandler har utarbeidet en behandlingsplan,%,2020-01-01T00:00:00,2020-04-30T00:00:00
Involvering i behandlingsplan i tverrfaglig spesialisert behandling,324,1094,1404,Hele landet,Helse Vest RHF,983658725,14,Tertialvis,Andel av pasienter i pakkeforløp som sammen med behandler har utarbeidet en behandlingsplan,%,2020-05-01T00:00:00,2020-08-31T00:00:00
Involvering i behandlingsplan i tverrfaglig spesialisert behandling,324,1099,1043,Helse Sør-Øst RHF,Diakonhjemmet sykehus AS,982791952,20,Tertialvis,Andel av pasienter i pakkeforløp som sammen med behandler har utarbeidet en behandlingsplan,%,2020-09-01T00:00:00,2020-12-31T00:00:00
Involvering i behandlingsplan i tverrfaglig spesialisert behandling,324,1099,1043,Helse Sør-Øst RHF,Diakonhjemmet sykehus AS,982791952,11,Årlig,Andel av pasienter i pakkeforløp som sammen med behandler har utarbeidet en behandlingsplan,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Involvering i behandlingsplan i tverrfaglig spesialisert behandling,324,1093,1404,Hele landet,Helse Midt-Norge RHF,983658776,25,Tertialvis,Andel av pasienter i pakkeforløp som sammen med behandler har utarbeidet en behandlingsplan,%,2020-01-01T00:00:00,2020-04-30T00:00:00
Involvering i behandlingsplan i tverrfaglig spesialisert behandling,324,1093,1404,Hele landet,Helse Midt-Norge RHF,983658776,19,Tertialvis,Andel av pasienter i pakkeforløp som sammen med behandler har utarbeidet en behandlingsplan,%,2020-05-01T00:00:00,2020-08-31T00:00:00
Involvering i behandlingsplan i tverrfaglig spesialisert behandling,324,1094,1404,Hele landet,Helse Vest RHF,983658725,17,Tertialvis,Andel av pasienter i pakkeforløp som sammen med behandler har utarbeidet en behandlingsplan,%,2020-09-01T00:00:00,2020-12-31T00:00:00
Involvering i behandlingsplan i tverrfaglig spesialisert behandling,324,1094,1404,Hele landet,Helse Vest RHF,983658725,14,Årlig,Andel av pasienter i pakkeforløp som sammen med behandler har utarbeidet en behandlingsplan,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Involvering i behandlingsplan i tverrfaglig spesialisert behandling,324,1403,1043,Helse Sør-Øst RHF,Lovisenberg Diakonale,965985166,14,Tertialvis,Andel av pasienter i pakkeforløp som sammen med behandler har utarbeidet en behandlingsplan,%,2020-05-01T00:00:00,2020-08-31T00:00:00
Involvering i behandlingsplan i tverrfaglig spesialisert behandling,324,1404,0,,Hele landet,900000000,29,Årlig,Andel av pasienter i pakkeforløp som sammen med behandler har utarbeidet en behandlingsplan,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Involvering i behandlingsplan i tverrfaglig spesialisert behandling,324,1403,1043,Helse Sør-Øst RHF,Lovisenberg Diakonale,965985166,5,Tertialvis,Andel av pasienter i pakkeforløp som sammen med behandler har utarbeidet en behandlingsplan,%,2020-01-01T00:00:00,2020-04-30T00:00:00
Involvering i behandlingsplan i tverrfaglig spesialisert behandling,324,1403,1043,Helse Sør-Øst RHF,Lovisenberg Diakonale,965985166,18,Tertialvis,Andel av pasienter i pakkeforløp som sammen med behandler har utarbeidet en behandlingsplan,%,2020-09-01T00:00:00,2020-12-31T00:00:00
Involvering i behandlingsplan i tverrfaglig spesialisert behandling,324,1099,1043,Helse Sør-Øst RHF,Diakonhjemmet sykehus AS,982791952,2,Tertialvis,Andel av pasienter i pakkeforløp som sammen med behandler har utarbeidet en behandlingsplan,%,2020-05-01T00:00:00,2020-08-31T00:00:00
Involvering i behandlingsplan i tverrfaglig spesialisert behandling,324,1099,1043,Helse Sør-Øst RHF,Diakonhjemmet sykehus AS,982791952,8,Tertialvis,Andel av pasienter i pakkeforløp som sammen med behandler har utarbeidet en behandlingsplan,%,2020-01-01T00:00:00,2020-04-30T00:00:00
Involvering i behandlingsplan i tverrfaglig spesialisert behandling,324,1403,1043,Helse Sør-Øst RHF,Lovisenberg Diakonale,965985166,11,Årlig,Andel av pasienter i pakkeforløp som sammen med behandler har utarbeidet en behandlingsplan,%,2020-01-01T00:00:00,2020-12-31T00:00:00
