QualityIndicatorName,QualityIndicatorId,LocationId,LocationParentId,ParentName,LocationName,OrgNumber,Value,PeriodType,MeasureName,MeasureType,TimeFrom,TimeTo
Pakkeforløp for lymfom ,206,1080,1129,Helse Nord RHF,Finnmarkssykehuset HF,983974880,,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for lymfom,%,2015-05-01T00:00:00,2015-08-31T00:00:00
Pakkeforløp for lymfom ,206,1077,1129,Helse Nord RHF,Helgelandssykehuset HF,983974929,,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for lymfom,%,2015-05-01T00:00:00,2015-08-31T00:00:00
Pakkeforløp for lymfom ,206,1084,1094,Helse Vest RHF,Helse Førde HF,983974732,,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for lymfom,%,2015-05-01T00:00:00,2015-08-31T00:00:00
Pakkeforløp for lymfom ,206,1595,1094,Helse Vest RHF,Haraldsplass Diakonale Sykehus AS,984027737,,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for lymfom,%,2015-05-01T00:00:00,2015-08-31T00:00:00
Pakkeforløp for lymfom ,206,1403,1043,Helse Sør-Øst RHF,Lovisenberg Diakonale,965985166,,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for lymfom,%,2017-05-01T00:00:00,2017-08-31T00:00:00
Pakkeforløp for lymfom ,206,1099,1043,Helse Sør-Øst RHF,Diakonhjemmet sykehus AS,982791952,,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for lymfom,%,2017-05-01T00:00:00,2017-08-31T00:00:00
Pakkeforløp for lymfom ,206,1080,1129,Helse Nord RHF,Finnmarkssykehuset HF,983974880,,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for lymfom,%,2017-09-01T00:00:00,2017-12-31T00:00:00
Pakkeforløp for lymfom ,206,1595,1094,Helse Vest RHF,Haraldsplass Diakonale Sykehus AS,984027737,,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for lymfom,%,2017-09-01T00:00:00,2017-12-31T00:00:00
Pakkeforløp for lymfom ,206,1403,1043,Helse Sør-Øst RHF,Lovisenberg Diakonale,965985166,,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for lymfom,%,2017-09-01T00:00:00,2017-12-31T00:00:00
Pakkeforløp for lymfom ,206,1080,1129,Helse Nord RHF,Finnmarkssykehuset HF,983974880,,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for lymfom,%,2018-01-01T00:00:00,2018-04-30T00:00:00
Pakkeforløp for lymfom ,206,1086,1094,Helse Vest RHF,Helse Fonna HF,983974694,,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for lymfom,%,2018-01-01T00:00:00,2018-04-30T00:00:00
Pakkeforløp for lymfom ,206,1403,1043,Helse Sør-Øst RHF,Lovisenberg Diakonale,965985166,,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for lymfom,%,2018-01-01T00:00:00,2018-04-30T00:00:00
Pakkeforløp for lymfom ,206,1099,1043,Helse Sør-Øst RHF,Diakonhjemmet sykehus AS,982791952,,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for lymfom,%,2018-01-01T00:00:00,2018-04-30T00:00:00
Pakkeforløp for lymfom ,206,1403,1043,Helse Sør-Øst RHF,Lovisenberg Diakonale,965985166,,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for lymfom,%,2018-05-01T00:00:00,2018-08-31T00:00:00
Pakkeforløp for lymfom ,206,1080,1129,Helse Nord RHF,Finnmarkssykehuset HF,983974880,,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for lymfom,%,2018-09-01T00:00:00,2018-12-31T00:00:00
Pakkeforløp for lymfom ,206,1077,1129,Helse Nord RHF,Helgelandssykehuset HF,983974929,,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for lymfom,%,2018-09-01T00:00:00,2018-12-31T00:00:00
Pakkeforløp for lymfom ,206,1595,1094,Helse Vest RHF,Haraldsplass Diakonale Sykehus AS,984027737,,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for lymfom,%,2018-09-01T00:00:00,2018-12-31T00:00:00
Pakkeforløp for lymfom ,206,1403,1043,Helse Sør-Øst RHF,Lovisenberg Diakonale,965985166,,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for lymfom,%,2018-09-01T00:00:00,2018-12-31T00:00:00
Pakkeforløp for lymfom ,206,1084,1094,Helse Vest RHF,Helse Førde HF,983974732,,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for lymfom,%,2017-05-01T00:00:00,2017-08-31T00:00:00
Pakkeforløp for lymfom ,206,1086,1094,Helse Vest RHF,Helse Fonna HF,983974694,,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for lymfom,%,2017-05-01T00:00:00,2017-08-31T00:00:00
Pakkeforløp for lymfom ,206,1077,1129,Helse Nord RHF,Helgelandssykehuset HF,983974929,,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for lymfom,%,2017-05-01T00:00:00,2017-08-31T00:00:00
Pakkeforløp for lymfom ,206,1080,1129,Helse Nord RHF,Finnmarkssykehuset HF,983974880,,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for lymfom,%,2017-05-01T00:00:00,2017-08-31T00:00:00
Pakkeforløp for lymfom ,206,1403,1043,Helse Sør-Øst RHF,Lovisenberg Diakonale,965985166,,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for lymfom,%,2015-05-01T00:00:00,2015-08-31T00:00:00
Pakkeforløp for lymfom ,206,1099,1043,Helse Sør-Øst RHF,Diakonhjemmet sykehus AS,982791952,,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for lymfom,%,2015-05-01T00:00:00,2015-08-31T00:00:00
Pakkeforløp for lymfom ,206,1080,1129,Helse Nord RHF,Finnmarkssykehuset HF,983974880,,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for lymfom,%,2015-09-01T00:00:00,2015-12-31T00:00:00
Pakkeforløp for lymfom ,206,1077,1129,Helse Nord RHF,Helgelandssykehuset HF,983974929,,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for lymfom,%,2015-09-01T00:00:00,2015-12-31T00:00:00
Pakkeforløp for lymfom ,206,1595,1094,Helse Vest RHF,Haraldsplass Diakonale Sykehus AS,984027737,,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for lymfom,%,2015-09-01T00:00:00,2015-12-31T00:00:00
Pakkeforløp for lymfom ,206,1403,1043,Helse Sør-Øst RHF,Lovisenberg Diakonale,965985166,,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for lymfom,%,2015-09-01T00:00:00,2015-12-31T00:00:00
Pakkeforløp for lymfom ,206,1080,1129,Helse Nord RHF,Finnmarkssykehuset HF,983974880,,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for lymfom,%,2016-01-01T00:00:00,2016-04-30T00:00:00
Pakkeforløp for lymfom ,206,1595,1094,Helse Vest RHF,Haraldsplass Diakonale Sykehus AS,984027737,,Tertialvis,Andel nye kreftpasienter som inngår i pakkeforløp for lymfom,%,2016-01-01T00:00:00,2016-04-30T00:00:00
