QualityIndicatorName,QualityIndicatorId,LocationId,LocationParentId,ParentName,LocationName,OrgNumber,Value,PeriodType,MeasureName,MeasureType,TimeFrom,TimeTo
Individuell plan for barnehabilitering,145,1241,1081,Helse Nord-Trøndelag HF,Sykehuset Namsos,974753898,0,Årlig,Andel hvor spesialisthelsetjenesten har varslet kommunen om behov for individuell plan,%,2018-01-01T00:00:00,2018-12-31T00:00:00
Individuell plan for barnehabilitering,145,1240,1081,Helse Nord-Trøndelag HF,Sykehuset Levanger,974754118,0,Årlig,Andel hvor spesialisthelsetjenesten har varslet kommunen om behov for individuell plan,%,2018-01-01T00:00:00,2018-12-31T00:00:00
Individuell plan for barnehabilitering,145,1224,1079,Universitetssykehuset Nord-Norge HF,"Universitetssykehuset Nord-Norge, Tromsø",974795787,0.4,Årlig,Andel hvor spesialisthelsetjenesten har varslet kommunen om behov for individuell plan,%,2018-01-01T00:00:00,2018-12-31T00:00:00
Individuell plan for barnehabilitering,145,1094,1404,Hele landet,Helse Vest RHF,983658725,4.7,Årlig,Andel hvor spesialisthelsetjenesten har varslet kommunen om behov for individuell plan,%,2018-01-01T00:00:00,2018-12-31T00:00:00
Individuell plan for barnehabilitering,145,1259,1084,Helse Førde HF,"Helse Førde, Førde sentralsjukehus",974744570,14.3,Årlig,Andel hvor spesialisthelsetjenesten har varslet kommunen om behov for individuell plan,%,2018-01-01T00:00:00,2018-12-31T00:00:00
Individuell plan for barnehabilitering,145,1253,1033,Helse Møre og Romsdal HF,"Helse Møre og Romsdal, Kristiansund sjukehus",974746948,0,Årlig,Andel hvor spesialisthelsetjenesten har varslet kommunen om behov for individuell plan,%,2018-01-01T00:00:00,2018-12-31T00:00:00
Individuell plan for barnehabilitering,145,1252,1033,Helse Møre og Romsdal HF,"Helse Møre og Romsdal, Ålesund sjukehus",974747138,0,Årlig,Andel hvor spesialisthelsetjenesten har varslet kommunen om behov for individuell plan,%,2018-01-01T00:00:00,2018-12-31T00:00:00
Individuell plan for barnehabilitering,145,1242,1408,St. Olavs Hospital HF,St. Olavs Hospital,974749025,0,Årlig,Andel hvor spesialisthelsetjenesten har varslet kommunen om behov for individuell plan,%,2018-01-01T00:00:00,2018-12-31T00:00:00
Individuell plan for barnehabilitering,145,1087,1094,Helse Vest RHF,Helse Stavanger HF,983974678,5.7,Årlig,Andel hvor spesialisthelsetjenesten har varslet kommunen om behov for individuell plan,%,2018-01-01T00:00:00,2018-12-31T00:00:00
Individuell plan for barnehabilitering,145,1086,1094,Helse Vest RHF,Helse Fonna HF,983974694,3.7,Årlig,Andel hvor spesialisthelsetjenesten har varslet kommunen om behov for individuell plan,%,2018-01-01T00:00:00,2018-12-31T00:00:00
