QualityIndicatorName,QualityIndicatorId,LocationId,LocationParentId,ParentName,LocationName,OrgNumber,Value,PeriodType,MeasureName,MeasureType,TimeFrom,TimeTo
Oppfølging av risiko for underernæring hos beboere på institusjon,76,1915,1743,Innlandet,Dovre,34312020,67.742,Årlig,"Andel vurdert for risiko for underernæring siste 12 måneder, blant beboere 67 år og eldre",%,2020-01-01T00:00:00,2020-12-31T00:00:00
Oppfølging av risiko for underernæring hos beboere på institusjon,76,1916,1743,Innlandet,Lesja,34322020,0,Årlig,"Andel vurdert for risiko for underernæring siste 12 måneder, blant beboere 67 år og eldre",%,2020-01-01T00:00:00,2020-12-31T00:00:00
Oppfølging av risiko for underernæring hos beboere på institusjon,76,1913,1743,Innlandet,Folldal,34292020,,Årlig,"Andel vurdert for risiko for underernæring siste 12 måneder, blant beboere 67 år og eldre",%,2020-01-01T00:00:00,2020-12-31T00:00:00
Oppfølging av risiko for underernæring hos beboere på institusjon,76,1914,1743,Innlandet,Os,34302020,,Årlig,"Andel vurdert for risiko for underernæring siste 12 måneder, blant beboere 67 år og eldre",%,2020-01-01T00:00:00,2020-12-31T00:00:00
Oppfølging av risiko for underernæring hos beboere på institusjon,76,1919,1743,Innlandet,Vågå,34352020,76,Årlig,"Andel vurdert for risiko for underernæring siste 12 måneder, blant beboere 67 år og eldre",%,2020-01-01T00:00:00,2020-12-31T00:00:00
Oppfølging av risiko for underernæring hos beboere på institusjon,76,1920,1743,Innlandet,Nord-Fron,34362020,49.057,Årlig,"Andel vurdert for risiko for underernæring siste 12 måneder, blant beboere 67 år og eldre",%,2020-01-01T00:00:00,2020-12-31T00:00:00
Oppfølging av risiko for underernæring hos beboere på institusjon,76,1917,1743,Innlandet,Skjåk,34332020,56.522,Årlig,"Andel vurdert for risiko for underernæring siste 12 måneder, blant beboere 67 år og eldre",%,2020-01-01T00:00:00,2020-12-31T00:00:00
Oppfølging av risiko for underernæring hos beboere på institusjon,76,1918,1743,Innlandet,Lom,34342020,40,Årlig,"Andel vurdert for risiko for underernæring siste 12 måneder, blant beboere 67 år og eldre",%,2020-01-01T00:00:00,2020-12-31T00:00:00
Oppfølging av risiko for underernæring hos beboere på institusjon,76,1907,1743,Innlandet,Stor-Elvdal,34232020,30,Årlig,"Andel vurdert for risiko for underernæring siste 12 måneder, blant beboere 67 år og eldre",%,2020-01-01T00:00:00,2020-12-31T00:00:00
Oppfølging av risiko for underernæring hos beboere på institusjon,76,1908,1743,Innlandet,Rendalen,34242020,,Årlig,"Andel vurdert for risiko for underernæring siste 12 måneder, blant beboere 67 år og eldre",%,2020-01-01T00:00:00,2020-12-31T00:00:00
Oppfølging av risiko for underernæring hos beboere på institusjon,76,1905,1743,Innlandet,Trysil,34212020,67.213,Årlig,"Andel vurdert for risiko for underernæring siste 12 måneder, blant beboere 67 år og eldre",%,2020-01-01T00:00:00,2020-12-31T00:00:00
Oppfølging av risiko for underernæring hos beboere på institusjon,76,1906,1743,Innlandet,Åmot,34222020,60.606,Årlig,"Andel vurdert for risiko for underernæring siste 12 måneder, blant beboere 67 år og eldre",%,2020-01-01T00:00:00,2020-12-31T00:00:00
Oppfølging av risiko for underernæring hos beboere på institusjon,76,1911,1743,Innlandet,Tynset,34272020,41.176,Årlig,"Andel vurdert for risiko for underernæring siste 12 måneder, blant beboere 67 år og eldre",%,2020-01-01T00:00:00,2020-12-31T00:00:00
Oppfølging av risiko for underernæring hos beboere på institusjon,76,1912,1743,Innlandet,Alvdal,34282020,47.826,Årlig,"Andel vurdert for risiko for underernæring siste 12 måneder, blant beboere 67 år og eldre",%,2020-01-01T00:00:00,2020-12-31T00:00:00
Oppfølging av risiko for underernæring hos beboere på institusjon,76,1909,1743,Innlandet,Engerdal,34252020,58.333,Årlig,"Andel vurdert for risiko for underernæring siste 12 måneder, blant beboere 67 år og eldre",%,2020-01-01T00:00:00,2020-12-31T00:00:00
Oppfølging av risiko for underernæring hos beboere på institusjon,76,1910,1743,Innlandet,Tolga,34262020,0,Årlig,"Andel vurdert for risiko for underernæring siste 12 måneder, blant beboere 67 år og eldre",%,2020-01-01T00:00:00,2020-12-31T00:00:00
Oppfølging av risiko for underernæring hos beboere på institusjon,76,1931,1743,Innlandet,Sør-Aurdal,34492020,96.154,Årlig,"Andel vurdert for risiko for underernæring siste 12 måneder, blant beboere 67 år og eldre",%,2020-01-01T00:00:00,2020-12-31T00:00:00
Oppfølging av risiko for underernæring hos beboere på institusjon,76,1932,1743,Innlandet,Etnedal,34502020,46.667,Årlig,"Andel vurdert for risiko for underernæring siste 12 måneder, blant beboere 67 år og eldre",%,2020-01-01T00:00:00,2020-12-31T00:00:00
Oppfølging av risiko for underernæring hos beboere på institusjon,76,1929,1743,Innlandet,Søndre Land,34472020,,Årlig,"Andel vurdert for risiko for underernæring siste 12 måneder, blant beboere 67 år og eldre",%,2020-01-01T00:00:00,2020-12-31T00:00:00
Oppfølging av risiko for underernæring hos beboere på institusjon,76,1930,1743,Innlandet,Nordre Land,34482020,75,Årlig,"Andel vurdert for risiko for underernæring siste 12 måneder, blant beboere 67 år og eldre",%,2020-01-01T00:00:00,2020-12-31T00:00:00
Oppfølging av risiko for underernæring hos beboere på institusjon,76,1935,1743,Innlandet,Øystre Slidre,34532020,22.727,Årlig,"Andel vurdert for risiko for underernæring siste 12 måneder, blant beboere 67 år og eldre",%,2020-01-01T00:00:00,2020-12-31T00:00:00
Oppfølging av risiko for underernæring hos beboere på institusjon,76,1936,1743,Innlandet,Vang,34542020,,Årlig,"Andel vurdert for risiko for underernæring siste 12 måneder, blant beboere 67 år og eldre",%,2020-01-01T00:00:00,2020-12-31T00:00:00
