QualityIndicatorName,QualityIndicatorId,LocationId,LocationParentId,ParentName,LocationName,OrgNumber,Value,PeriodType,MeasureName,MeasureType,TimeFrom,TimeTo
Mottakere av habilitering og rehabilitering på institusjon med individuell plan,126,1973,1745,Agder,Åmli,42172020,0,Årlig,Andel  mottakere av tidsbegrenset opphold i institusjon (re-/habilitering)  som ikke har en individuell plan.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Mottakere av habilitering og rehabilitering på institusjon med individuell plan,126,1972,1745,Agder,Birkenes,42162020,0,Årlig,Andel  mottakere av tidsbegrenset opphold i institusjon (re-/habilitering)  som ikke har en individuell plan.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Mottakere av habilitering og rehabilitering på institusjon med individuell plan,126,1971,1745,Agder,Lillesand,42152020,60,Årlig,Andel  mottakere av tidsbegrenset opphold i institusjon (re-/habilitering)  som ikke har en individuell plan.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Mottakere av habilitering og rehabilitering på institusjon med individuell plan,126,1763,1739,Rogaland,Strand,11302020,54.082,Årlig,Andel  mottakere av tidsbegrenset opphold i institusjon (re-/habilitering)  som ikke har en individuell plan.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Mottakere av habilitering og rehabilitering på institusjon med individuell plan,126,1970,1745,Agder,Froland,42142020,56.667,Årlig,Andel  mottakere av tidsbegrenset opphold i institusjon (re-/habilitering)  som ikke har en individuell plan.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Mottakere av habilitering og rehabilitering på institusjon med individuell plan,126,1762,1739,Rogaland,Randaberg,11272020,83.333,Årlig,Andel  mottakere av tidsbegrenset opphold i institusjon (re-/habilitering)  som ikke har en individuell plan.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Mottakere av habilitering og rehabilitering på institusjon med individuell plan,126,1761,1739,Rogaland,Sola,11242020,44.776,Årlig,Andel  mottakere av tidsbegrenset opphold i institusjon (re-/habilitering)  som ikke har en individuell plan.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Mottakere av habilitering og rehabilitering på institusjon med individuell plan,126,1976,1745,Agder,Bygland,42202020,,Årlig,Andel  mottakere av tidsbegrenset opphold i institusjon (re-/habilitering)  som ikke har en individuell plan.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Mottakere av habilitering og rehabilitering på institusjon med individuell plan,126,1975,1745,Agder,Evje og Hornnes,42192020,,Årlig,Andel  mottakere av tidsbegrenset opphold i institusjon (re-/habilitering)  som ikke har en individuell plan.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Mottakere av habilitering og rehabilitering på institusjon med individuell plan,126,1974,1745,Agder,Iveland,42182020,,Årlig,Andel  mottakere av tidsbegrenset opphold i institusjon (re-/habilitering)  som ikke har en individuell plan.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
Mottakere av habilitering og rehabilitering på institusjon med individuell plan,126,1965,1745,Agder,Farsund,42062020,25.641,Årlig,Andel  mottakere av tidsbegrenset opphold i institusjon (re-/habilitering)  som ikke har en individuell plan.,%,2020-01-01T00:00:00,2020-12-31T00:00:00
