QualityIndicatorName,QualityIndicatorId,LocationId,LocationParentId,ParentName,LocationName,OrgNumber,Value,PeriodType,MeasureName,MeasureType,TimeFrom,TimeTo
Pakkeforløp for testikkelkreft,225,1086,1094,Helse Vest RHF,Helse Fonna HF,983974694,,Årlig,Andel nye kreftpasienter som inngår i pakkeforløp for testikkelkreft,%,2015-01-01T00:00:00,2015-12-31T00:00:00
Pakkeforløp for testikkelkreft,225,1084,1094,Helse Vest RHF,Helse Førde HF,983974732,,Årlig,Andel nye kreftpasienter som inngår i pakkeforløp for testikkelkreft,%,2015-01-01T00:00:00,2015-12-31T00:00:00
Pakkeforløp for testikkelkreft,225,1075,1043,Helse Sør-Øst RHF,Sykehuset i Vestfold HF,983975259,,Årlig,Andel nye kreftpasienter som inngår i pakkeforløp for testikkelkreft,%,2015-01-01T00:00:00,2015-12-31T00:00:00
Pakkeforløp for testikkelkreft,225,1080,1129,Helse Nord RHF,Finnmarkssykehuset HF,983974880,,Årlig,Andel nye kreftpasienter som inngår i pakkeforløp for testikkelkreft,%,2016-01-01T00:00:00,2016-12-31T00:00:00
Pakkeforløp for testikkelkreft,225,1077,1129,Helse Nord RHF,Helgelandssykehuset HF,983974929,,Årlig,Andel nye kreftpasienter som inngår i pakkeforløp for testikkelkreft,%,2016-01-01T00:00:00,2016-12-31T00:00:00
Pakkeforløp for testikkelkreft,225,1403,1043,Helse Sør-Øst RHF,Lovisenberg Diakonale,965985166,,Årlig,Andel nye kreftpasienter som inngår i pakkeforløp for testikkelkreft,%,2016-01-01T00:00:00,2016-12-31T00:00:00
Pakkeforløp for testikkelkreft,225,1080,1129,Helse Nord RHF,Finnmarkssykehuset HF,983974880,,Årlig,Andel nye kreftpasienter som inngår i pakkeforløp for testikkelkreft,%,2017-01-01T00:00:00,2017-12-31T00:00:00
Pakkeforløp for testikkelkreft,225,1084,1094,Helse Vest RHF,Helse Førde HF,983974732,,Årlig,Andel nye kreftpasienter som inngår i pakkeforløp for testikkelkreft,%,2017-01-01T00:00:00,2017-12-31T00:00:00
Pakkeforløp for testikkelkreft,225,1595,1094,Helse Vest RHF,Haraldsplass Diakonale Sykehus AS,984027737,,Årlig,Andel nye kreftpasienter som inngår i pakkeforløp for testikkelkreft,%,2017-01-01T00:00:00,2017-12-31T00:00:00
Pakkeforløp for testikkelkreft,225,1081,1093,Helse Midt-Norge RHF,Helse Nord-Trøndelag HF,983974791,,Årlig,Andel nye kreftpasienter som inngår i pakkeforløp for testikkelkreft,%,2017-01-01T00:00:00,2017-12-31T00:00:00
Pakkeforløp for testikkelkreft,225,1099,1043,Helse Sør-Øst RHF,Diakonhjemmet sykehus AS,982791952,,Årlig,Andel nye kreftpasienter som inngår i pakkeforløp for testikkelkreft,%,2017-01-01T00:00:00,2017-12-31T00:00:00
Pakkeforløp for testikkelkreft,225,1080,1129,Helse Nord RHF,Finnmarkssykehuset HF,983974880,,Årlig,Andel nye kreftpasienter som inngår i pakkeforløp for testikkelkreft,%,2018-01-01T00:00:00,2018-12-31T00:00:00
Pakkeforløp for testikkelkreft,225,1077,1129,Helse Nord RHF,Helgelandssykehuset HF,983974929,,Årlig,Andel nye kreftpasienter som inngår i pakkeforløp for testikkelkreft,%,2018-01-01T00:00:00,2018-12-31T00:00:00
Pakkeforløp for testikkelkreft,225,1080,1129,Helse Nord RHF,Finnmarkssykehuset HF,983974880,100,Årlig,Andel nye kreftpasienter som inngår i pakkeforløp for testikkelkreft,%,2015-01-01T00:00:00,2015-12-31T00:00:00
Pakkeforløp for testikkelkreft,225,1079,1129,Helse Nord RHF,Universitetssykehuset Nord-Norge HF,983974899,100,Årlig,Andel nye kreftpasienter som inngår i pakkeforløp for testikkelkreft,%,2015-01-01T00:00:00,2015-12-31T00:00:00
Pakkeforløp for testikkelkreft,225,1078,1129,Helse Nord RHF,Nordlandssykehuset HF,983974910,42.9,Årlig,Andel nye kreftpasienter som inngår i pakkeforløp for testikkelkreft,%,2015-01-01T00:00:00,2015-12-31T00:00:00
Pakkeforløp for testikkelkreft,225,1087,1094,Helse Vest RHF,Helse Stavanger HF,983974678,86.7,Årlig,Andel nye kreftpasienter som inngår i pakkeforløp for testikkelkreft,%,2015-01-01T00:00:00,2015-12-31T00:00:00
Pakkeforløp for testikkelkreft,225,1085,1094,Helse Vest RHF,Helse Bergen HF,983974724,92.9,Årlig,Andel nye kreftpasienter som inngår i pakkeforløp for testikkelkreft,%,2015-01-01T00:00:00,2015-12-31T00:00:00
