QualityIndicatorName,QualityIndicatorId,LocationId,LocationParentId,ParentName,LocationName,OrgNumber,Value,PeriodType,MeasureName,MeasureType,TimeFrom,TimeTo
Involvering i behandlingsplan i psykisk helsevern for voksne,323,1089,1043,Helse Sør-Øst RHF,Sykehuset i Østfold HF,983971768,660,Årlig,Antall pasienter i pakkeforløp som sammen med behandler har utarbeidet en behandlingsplan,Antall,2020-01-01T00:00:00,2020-12-31T00:00:00
Involvering i behandlingsplan i psykisk helsevern for voksne,323,1087,1094,Helse Vest RHF,Helse Stavanger HF,983974678,100,Tertialvis,Antall pasienter i pakkeforløp som sammen med behandler har utarbeidet en behandlingsplan,Antall,2020-01-01T00:00:00,2020-04-30T00:00:00
Involvering i behandlingsplan i psykisk helsevern for voksne,323,1089,1043,Helse Sør-Øst RHF,Sykehuset i Østfold HF,983971768,268,Tertialvis,Antall pasienter i pakkeforløp som sammen med behandler har utarbeidet en behandlingsplan,Antall,2020-09-01T00:00:00,2020-12-31T00:00:00
Involvering i behandlingsplan i psykisk helsevern for voksne,323,1089,1043,Helse Sør-Øst RHF,Sykehuset i Østfold HF,983971768,183,Tertialvis,Antall pasienter i pakkeforløp som sammen med behandler har utarbeidet en behandlingsplan,Antall,2020-05-01T00:00:00,2020-08-31T00:00:00
Involvering i behandlingsplan i psykisk helsevern for voksne,323,1089,1043,Helse Sør-Øst RHF,Sykehuset i Østfold HF,983971768,209,Tertialvis,Antall pasienter i pakkeforløp som sammen med behandler har utarbeidet en behandlingsplan,Antall,2020-01-01T00:00:00,2020-04-30T00:00:00
Involvering i behandlingsplan i psykisk helsevern for voksne,323,1086,1094,Helse Vest RHF,Helse Fonna HF,983974694,13,Tertialvis,Antall pasienter i pakkeforløp som sammen med behandler har utarbeidet en behandlingsplan,Antall,2020-01-01T00:00:00,2020-04-30T00:00:00
Involvering i behandlingsplan i psykisk helsevern for voksne,323,1087,1094,Helse Vest RHF,Helse Stavanger HF,983974678,295,Årlig,Antall pasienter i pakkeforløp som sammen med behandler har utarbeidet en behandlingsplan,Antall,2020-01-01T00:00:00,2020-12-31T00:00:00
Involvering i behandlingsplan i psykisk helsevern for voksne,323,1087,1094,Helse Vest RHF,Helse Stavanger HF,983974678,76,Tertialvis,Antall pasienter i pakkeforløp som sammen med behandler har utarbeidet en behandlingsplan,Antall,2020-05-01T00:00:00,2020-08-31T00:00:00
Involvering i behandlingsplan i psykisk helsevern for voksne,323,1087,1094,Helse Vest RHF,Helse Stavanger HF,983974678,119,Tertialvis,Antall pasienter i pakkeforløp som sammen med behandler har utarbeidet en behandlingsplan,Antall,2020-09-01T00:00:00,2020-12-31T00:00:00
Involvering i behandlingsplan i psykisk helsevern for voksne,323,1086,1094,Helse Vest RHF,Helse Fonna HF,983974694,8,Tertialvis,Antall pasienter i pakkeforløp som sammen med behandler har utarbeidet en behandlingsplan,Antall,2020-05-01T00:00:00,2020-08-31T00:00:00
Involvering i behandlingsplan i psykisk helsevern for voksne,323,1092,1043,Helse Sør-Øst RHF,Akershus universitetssykehus HF,983971636,552,Tertialvis,Antall pasienter i pakkeforløp som sammen med behandler har utarbeidet en behandlingsplan,Antall,2020-05-01T00:00:00,2020-08-31T00:00:00
Involvering i behandlingsplan i psykisk helsevern for voksne,323,1092,1043,Helse Sør-Øst RHF,Akershus universitetssykehus HF,983971636,488,Tertialvis,Antall pasienter i pakkeforløp som sammen med behandler har utarbeidet en behandlingsplan,Antall,2020-09-01T00:00:00,2020-12-31T00:00:00
Involvering i behandlingsplan i psykisk helsevern for voksne,323,1093,1404,Hele landet,Helse Midt-Norge RHF,983658776,2113,Årlig,Antall pasienter i pakkeforløp som sammen med behandler har utarbeidet en behandlingsplan,Antall,2020-01-01T00:00:00,2020-12-31T00:00:00
Involvering i behandlingsplan i psykisk helsevern for voksne,323,1092,1043,Helse Sør-Øst RHF,Akershus universitetssykehus HF,983971636,426,Tertialvis,Antall pasienter i pakkeforløp som sammen med behandler har utarbeidet en behandlingsplan,Antall,2020-01-01T00:00:00,2020-04-30T00:00:00
Involvering i behandlingsplan i psykisk helsevern for voksne,323,1090,1043,Helse Sør-Øst RHF,Sykehuset Innlandet HF,983971709,186,Tertialvis,Antall pasienter i pakkeforløp som sammen med behandler har utarbeidet en behandlingsplan,Antall,2020-09-01T00:00:00,2020-12-31T00:00:00
