QualityIndicatorName,QualityIndicatorId,LocationId,LocationParentId,ParentName,LocationName,OrgNumber,Value,PeriodType,MeasureName,MeasureType,TimeFrom,TimeTo
Helsepersonell som har deltatt i samtrening,339,3614,3248,Vestfold og Telemark,Sandefjord legevakt,2223804,0,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3407,3405,Innherred Interkommunale legevakt,Levanger,50372022,0,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3408,3405,Innherred Interkommunale legevakt,Verdal,50382022,0,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3409,3405,Innherred Interkommunale legevakt,Inderøy,50532022,0,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3411,3410,Jessheim interkommunale legevakt,Gjerdrum,30322022,0,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3412,3410,Jessheim interkommunale legevakt,Ullensaker,30332022,0,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3406,3405,Innherred Interkommunale legevakt,Frosta,50362022,0,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3413,3410,Jessheim interkommunale legevakt,Nannestad,30362022,0,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3421,3420,Kautokeino legevakt,Guovdageaidnu-Kautokeino,54302022,0,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3423,3422,Klepp og Time legevakt,Klepp,11202022,0,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3424,3422,Klepp og Time legevakt,Time,11212022,0,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3426,3425,Kongsberg interkommunale legevakt,Kongsberg,30062022,29.4,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3427,3425,Kongsberg interkommunale legevakt,Øvre Eiker,30482022,29.4,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3415,3414,Karasjok legevakt,Kárášjohka-Karasjok,54372022,0,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3404,3401,Indre Østfold Legevakt,Skiptvet,30152022,0,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3403,3401,Indre Østfold Legevakt,Indre Østfold,30142022,0,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3374,3373,Hedmarken Legevakt,Hamar,34032022,14.3,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3375,3373,Hedmarken Legevakt,Ringsaker,34112022,14.3,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3376,3373,Hedmarken Legevakt,Løten,34122022,14.3,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3377,3373,Hedmarken Legevakt,Stange,34132022,14.3,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3379,3378,Helgelandssykehuset legevakt,Alstahaug,18202022,83.3,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3380,3378,Helgelandssykehuset legevakt,Leirfjord,18222022,83.3,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3385,3384,Hol kommunale legevakt,Hol,30442022,80,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3387,3386,Horten kommunale legevakt,Horten,38012022,93.8,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3389,3388,Hå legevakt,Hå,11192022,66.7,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3398,3397,Indre Salten Legevakt,Saltdal,18402022,0,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3399,3397,Indre Salten Legevakt,Fauske-Fuossko,18412022,0,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3400,3397,Indre Salten Legevakt,Sørfold,18452022,0,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3402,3401,Indre Østfold Legevakt,Marker,30132022,0,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3428,3425,Kongsberg interkommunale legevakt,Flesberg,30502022,29.4,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3429,3425,Kongsberg interkommunale legevakt,Rollag,30512022,29.4,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3431,3430,Kongsvinger interkommunale legevakt,Kongsvinger,34012022,0,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3454,3453,Kvænangen legevakt,Kvænangen,54292022,75,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3458,3457,Larvik legevakt,Larvik,38052022,42.9,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3460,3459,Legevakten for Aremark og Halden,Halden,30012022,0,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3235,3231,Legevakter Norge,Viken,302022,4.2,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3461,3459,Legevakten for Aremark og Halden,Aremark,30122022,0,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3463,3462,Legevakten i Arendal,Risør,42012022,0,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3464,3462,Legevakten i Arendal,Grimstad,42022022,0,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3238,3231,Legevakter Norge,Vestland,462022,35.1,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3465,3462,Legevakten i Arendal,Arendal,42032022,0,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3466,3462,Legevakten i Arendal,Gjerstad,42112022,0,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3467,3462,Legevakten i Arendal,Vegårshei,42122022,0,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3248,3231,Legevakter Norge,Vestfold og Telemark,382022,18.6,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3468,3462,Legevakten i Arendal,Tvedestrand,42132022,0,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3469,3462,Legevakten i Arendal,Froland,42142022,0,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3470,3462,Legevakten i Arendal,Åmli,42172022,0,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
Helsepersonell som har deltatt i samtrening,339,3325,3231,Legevakter Norge,Trøndelag,502022,19.6,Årlig,"Andel sykepleiere/annet helsepersonell (med unntak av leger) ved legevakten som har deltatt i akuttmedisinsk samtrening med ambulansepersonell siste år (50000=ikke aktuelt, 50001=ubesvart)",%,2021-01-01T00:00:00,2021-12-31T00:00:00
