QualityIndicatorName,QualityIndicatorId,LocationId,LocationParentId,ParentName,LocationName,OrgNumber,Value,PeriodType,MeasureName,MeasureType,TimeFrom,TimeTo
Ristimulering under fødsel,245,1033,1093,Helse Midt-Norge RHF,Helse Møre og Romsdal HF,997005562,53.3,Årlig,Andel førstegangsfødende (Robson 1) som er medikamentelt ristimulert,%,2016-01-01T00:00:00,2016-12-31T00:00:00
Ristimulering under fødsel,245,1033,1093,Helse Midt-Norge RHF,Helse Møre og Romsdal HF,997005562,54.4,Årlig,Andel førstegangsfødende (Robson 1) som er medikamentelt ristimulert,%,2015-01-01T00:00:00,2015-12-31T00:00:00
Ristimulering under fødsel,245,1033,1093,Helse Midt-Norge RHF,Helse Møre og Romsdal HF,997005562,43,Årlig,Andel førstegangsfødende (Robson 1) som er medikamentelt ristimulert,%,2009-01-01T00:00:00,2009-12-31T00:00:00
Ristimulering under fødsel,245,1033,1093,Helse Midt-Norge RHF,Helse Møre og Romsdal HF,997005562,41.4,Årlig,Andel førstegangsfødende (Robson 1) som er medikamentelt ristimulert,%,2010-01-01T00:00:00,2010-12-31T00:00:00
Ristimulering under fødsel,245,1033,1093,Helse Midt-Norge RHF,Helse Møre og Romsdal HF,997005562,47.5,Årlig,Andel førstegangsfødende (Robson 1) som er medikamentelt ristimulert,%,2011-01-01T00:00:00,2011-12-31T00:00:00
Ristimulering under fødsel,245,1033,1093,Helse Midt-Norge RHF,Helse Møre og Romsdal HF,997005562,55.6,Årlig,Andel førstegangsfødende (Robson 1) som er medikamentelt ristimulert,%,2012-01-01T00:00:00,2012-12-31T00:00:00
Ristimulering under fødsel,245,1033,1093,Helse Midt-Norge RHF,Helse Møre og Romsdal HF,997005562,58.3,Årlig,Andel førstegangsfødende (Robson 1) som er medikamentelt ristimulert,%,2013-01-01T00:00:00,2013-12-31T00:00:00
Ristimulering under fødsel,245,1033,1093,Helse Midt-Norge RHF,Helse Møre og Romsdal HF,997005562,56.5,Årlig,Andel førstegangsfødende (Robson 1) som er medikamentelt ristimulert,%,2014-01-01T00:00:00,2014-12-31T00:00:00
Ristimulering under fødsel,245,1033,1093,Helse Midt-Norge RHF,Helse Møre og Romsdal HF,997005562,55.3,Årlig,Andel førstegangsfødende (Robson 1) som er medikamentelt ristimulert,%,2017-01-01T00:00:00,2017-12-31T00:00:00
Ristimulering under fødsel,245,1039,1043,Helse Sør-Øst RHF,Oslo universitetssykehus HF,993467049,46,Årlig,Andel førstegangsfødende (Robson 1) som er medikamentelt ristimulert,%,2016-01-01T00:00:00,2016-12-31T00:00:00
Ristimulering under fødsel,245,1039,1043,Helse Sør-Øst RHF,Oslo universitetssykehus HF,993467049,48.8,Årlig,Andel førstegangsfødende (Robson 1) som er medikamentelt ristimulert,%,2015-01-01T00:00:00,2015-12-31T00:00:00
Ristimulering under fødsel,245,1039,1043,Helse Sør-Øst RHF,Oslo universitetssykehus HF,993467049,56,Årlig,Andel førstegangsfødende (Robson 1) som er medikamentelt ristimulert,%,2009-01-01T00:00:00,2009-12-31T00:00:00
Ristimulering under fødsel,245,1039,1043,Helse Sør-Øst RHF,Oslo universitetssykehus HF,993467049,57,Årlig,Andel førstegangsfødende (Robson 1) som er medikamentelt ristimulert,%,2010-01-01T00:00:00,2010-12-31T00:00:00
Ristimulering under fødsel,245,1039,1043,Helse Sør-Øst RHF,Oslo universitetssykehus HF,993467049,58.3,Årlig,Andel førstegangsfødende (Robson 1) som er medikamentelt ristimulert,%,2011-01-01T00:00:00,2011-12-31T00:00:00
Ristimulering under fødsel,245,1039,1043,Helse Sør-Øst RHF,Oslo universitetssykehus HF,993467049,57.5,Årlig,Andel førstegangsfødende (Robson 1) som er medikamentelt ristimulert,%,2012-01-01T00:00:00,2012-12-31T00:00:00
Ristimulering under fødsel,245,1039,1043,Helse Sør-Øst RHF,Oslo universitetssykehus HF,993467049,57.9,Årlig,Andel førstegangsfødende (Robson 1) som er medikamentelt ristimulert,%,2013-01-01T00:00:00,2013-12-31T00:00:00
Ristimulering under fødsel,245,1039,1043,Helse Sør-Øst RHF,Oslo universitetssykehus HF,993467049,54.5,Årlig,Andel førstegangsfødende (Robson 1) som er medikamentelt ristimulert,%,2014-01-01T00:00:00,2014-12-31T00:00:00
Ristimulering under fødsel,245,1039,1043,Helse Sør-Øst RHF,Oslo universitetssykehus HF,993467049,50.4,Årlig,Andel førstegangsfødende (Robson 1) som er medikamentelt ristimulert,%,2017-01-01T00:00:00,2017-12-31T00:00:00
Ristimulering under fødsel,245,1043,1404,Hele landet,Helse Sør-Øst RHF,991324968,49.6,Årlig,Andel førstegangsfødende (Robson 1) som er medikamentelt ristimulert,%,2016-01-01T00:00:00,2016-12-31T00:00:00
Ristimulering under fødsel,245,1043,1404,Hele landet,Helse Sør-Øst RHF,991324968,51.1,Årlig,Andel førstegangsfødende (Robson 1) som er medikamentelt ristimulert,%,2015-01-01T00:00:00,2015-12-31T00:00:00
Ristimulering under fødsel,245,1043,1404,Hele landet,Helse Sør-Øst RHF,991324968,54.2,Årlig,Andel førstegangsfødende (Robson 1) som er medikamentelt ristimulert,%,2014-01-01T00:00:00,2014-12-31T00:00:00
